filename,Section,Criteria,Prompt
auto_grading_trainingset\input_files\input8.txt,Overview,"1. Does the value of the ""Problem Summary:"" attribute include a detailed (at least 1 sentence) and logical problem statement (relating to the project description/purpose)?","
You are grading a project Overview. This is the criteria: 1. Does the value of the ""Problem Summary:"" attribute include a detailed (at least 1 sentence) and logical problem statement (relating to the project description/purpose)?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Problem Summary:
HealthyU administers HRSN screenings to all patients & patient caregivers for children
as part of the patient check-in process. However, conversion of the HRSN screening
results into trackable Z-code diagnosis is currently at 14%. This limits the clinicâ€™s ability
to track patient identified social needs across the entire patient population.
Desired Outcome(s):
Increase the number of patients with appropriate Z-code diagnoses.
Benefits:
This process will increase the opportunity to track patient health related social needs
across the patient population to identify trends related to social determinants of health
and address any areas where there is a need for additional community
resources/support.
"
auto_grading_trainingset\input_files\input8.txt,Overview,"2. Does the value of the ""Desired Outcome(s):"" attribute include a at least 1 sentence explicitly talking about the expected results/desired outcomes?","
You are grading a project Overview. This is the criteria: 2. Does the value of the ""Desired Outcome(s):"" attribute include a at least 1 sentence explicitly talking about the expected results/desired outcomes?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Problem Summary:
HealthyU administers HRSN screenings to all patients & patient caregivers for children
as part of the patient check-in process. However, conversion of the HRSN screening
results into trackable Z-code diagnosis is currently at 14%. This limits the clinicâ€™s ability
to track patient identified social needs across the entire patient population.
Desired Outcome(s):
Increase the number of patients with appropriate Z-code diagnoses.
Benefits:
This process will increase the opportunity to track patient health related social needs
across the patient population to identify trends related to social determinants of health
and address any areas where there is a need for additional community
resources/support.
"
auto_grading_trainingset\input_files\input8.txt,Overview,"3. Does the value of the ""Benefits:"" attribute include a least 1 sentence explicitly talking about the benefits of this project?","
You are grading a project Overview. This is the criteria: 3. Does the value of the ""Benefits:"" attribute include a least 1 sentence explicitly talking about the benefits of this project?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Problem Summary:
HealthyU administers HRSN screenings to all patients & patient caregivers for children
as part of the patient check-in process. However, conversion of the HRSN screening
results into trackable Z-code diagnosis is currently at 14%. This limits the clinicâ€™s ability
to track patient identified social needs across the entire patient population.
Desired Outcome(s):
Increase the number of patients with appropriate Z-code diagnoses.
Benefits:
This process will increase the opportunity to track patient health related social needs
across the patient population to identify trends related to social determinants of health
and address any areas where there is a need for additional community
resources/support.
"
auto_grading_trainingset\input_files\input8.txt,Timeline,1. Does the value of the each task list key tasks?,"
You are grading a project Timeline. This is the criteria: 1. Does the value of the each task list key tasks?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Description of Task and Completion Dates
Task 1 Meet with medical providers to determine barriers to conversion of HRSN screening results into Z-code
diagnosis (July 30)
Task 2 Complete a Root Cause Analysis to identify additional process issues (August 15)
Task 3 Identify medical providers who are excelling at Z code usage to leverage their support in the project
(August 15)
Task 4 Re-train medical providers on the Z-code diagnosis screening and attribution process (September 30)
Task 5 Monitor performance through PDSA cycles (December 31)
* Add new rows as needed.
"
auto_grading_trainingset\input_files\input8.txt,Timeline,2. Does the value of the each task contain a specific planned completion due dates?,"
You are grading a project Timeline. This is the criteria: 2. Does the value of the each task contain a specific planned completion due dates?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Description of Task and Completion Dates
Task 1 Meet with medical providers to determine barriers to conversion of HRSN screening results into Z-code
diagnosis (July 30)
Task 2 Complete a Root Cause Analysis to identify additional process issues (August 15)
Task 3 Identify medical providers who are excelling at Z code usage to leverage their support in the project
(August 15)
Task 4 Re-train medical providers on the Z-code diagnosis screening and attribution process (September 30)
Task 5 Monitor performance through PDSA cycles (December 31)
* Add new rows as needed.
"
auto_grading_trainingset\input_files\input8.txt,Scope,"3. Does the value of the ""In Scope Project Objectives"" attribute include an aligned objectives with the project purpose?","
You are grading a project Scope. This is the criteria: 3. Does the value of the ""In Scope Project Objectives"" attribute include an aligned objectives with the project purpose?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
In Scope Project Objectives
The primary objective of this project is to utilize quality improvement strategies to increase utilization of Z-code
diagnoses.
Out of Scope Project Objectives or Activities
We are not changing the current HRSN screening process from the patient side, or changing the HRSN screening
tool.
"
auto_grading_trainingset\input_files\input8.txt,Scope,"4. Does the value of the ""Out of Scope Project Objectives or Activities"" attribute include an aligned objectives with the project purpose?","
You are grading a project Scope. This is the criteria: 4. Does the value of the ""Out of Scope Project Objectives or Activities"" attribute include an aligned objectives with the project purpose?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
In Scope Project Objectives
The primary objective of this project is to utilize quality improvement strategies to increase utilization of Z-code
diagnoses.
Out of Scope Project Objectives or Activities
We are not changing the current HRSN screening process from the patient side, or changing the HRSN screening
tool.
"
auto_grading_trainingset\input_files\input8.txt,Scope,5. Does the value of the In Scope Project Objectives align with project milestone?,"
You are grading a project Scope. This is the criteria: 5. Does the value of the In Scope Project Objectives align with project milestone?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
In Scope Project Objectives
The primary objective of this project is to utilize quality improvement strategies to increase utilization of Z-code
diagnoses.
Out of Scope Project Objectives or Activities
We are not changing the current HRSN screening process from the patient side, or changing the HRSN screening
tool.
"
auto_grading_trainingset\input_files\input8.txt,Team,"1. Does the value of the ""Team Lead:"" attribute contain an individual's name?","
You are grading a project Team. This is the criteria: 1. Does the value of the ""Team Lead:"" attribute contain an individual's name?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Team Lead: Emily Bofetta Project Champion: Shane Speirs, MD
Process Owner: Sarah Davis Process Manager: Cassandra Anderson
Stakeholders
Stakeholder Title Department Organization
Shane Spiers Chief Medical Officer HealthyU
Project Team Members
Name Team Role
Lauren Havard, MD Team Co-Champion
"
auto_grading_trainingset\input_files\input8.txt,Team,"2. Does the value of the ""Project Champion:"" attribute contain an individual's name?","
You are grading a project Team. This is the criteria: 2. Does the value of the ""Project Champion:"" attribute contain an individual's name?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Team Lead: Emily Bofetta Project Champion: Shane Speirs, MD
Process Owner: Sarah Davis Process Manager: Cassandra Anderson
Stakeholders
Stakeholder Title Department Organization
Shane Spiers Chief Medical Officer HealthyU
Project Team Members
Name Team Role
Lauren Havard, MD Team Co-Champion
"
auto_grading_trainingset\input_files\input8.txt,Team,"3. Does the value of the ""Process Owner:"" attribute contain an individual's name?","
You are grading a project Team. This is the criteria: 3. Does the value of the ""Process Owner:"" attribute contain an individual's name?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Team Lead: Emily Bofetta Project Champion: Shane Speirs, MD
Process Owner: Sarah Davis Process Manager: Cassandra Anderson
Stakeholders
Stakeholder Title Department Organization
Shane Spiers Chief Medical Officer HealthyU
Project Team Members
Name Team Role
Lauren Havard, MD Team Co-Champion
"
auto_grading_trainingset\input_files\input8.txt,Team,"4. Does the value of the ""Process Manager:"" attribute contain an individual's name?","
You are grading a project Team. This is the criteria: 4. Does the value of the ""Process Manager:"" attribute contain an individual's name?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Team Lead: Emily Bofetta Project Champion: Shane Speirs, MD
Process Owner: Sarah Davis Process Manager: Cassandra Anderson
Stakeholders
Stakeholder Title Department Organization
Shane Spiers Chief Medical Officer HealthyU
Project Team Members
Name Team Role
Lauren Havard, MD Team Co-Champion
"
auto_grading_trainingset\input_files\input8.txt,Team,"5. Does the value of the ""Stakeholders"" ""stakeholder"" attribute contain an individual's name?","
You are grading a project Team. This is the criteria: 5. Does the value of the ""Stakeholders"" ""stakeholder"" attribute contain an individual's name?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Team Lead: Emily Bofetta Project Champion: Shane Speirs, MD
Process Owner: Sarah Davis Process Manager: Cassandra Anderson
Stakeholders
Stakeholder Title Department Organization
Shane Spiers Chief Medical Officer HealthyU
Project Team Members
Name Team Role
Lauren Havard, MD Team Co-Champion
"
auto_grading_trainingset\input_files\input8.txt,Team,"6. Do the ""Stakeholders"" contain values for the attributes: title, department, and organization?","
You are grading a project Team. This is the criteria: 6. Do the ""Stakeholders"" contain values for the attributes: title, department, and organization?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Team Lead: Emily Bofetta Project Champion: Shane Speirs, MD
Process Owner: Sarah Davis Process Manager: Cassandra Anderson
Stakeholders
Stakeholder Title Department Organization
Shane Spiers Chief Medical Officer HealthyU
Project Team Members
Name Team Role
Lauren Havard, MD Team Co-Champion
"
auto_grading_trainingset\input_files\input8.txt,Team,"7. Does the value of the ""Project Team Members"" ""Name"" attribute contain an individual's name?","
You are grading a project Team. This is the criteria: 7. Does the value of the ""Project Team Members"" ""Name"" attribute contain an individual's name?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Team Lead: Emily Bofetta Project Champion: Shane Speirs, MD
Process Owner: Sarah Davis Process Manager: Cassandra Anderson
Stakeholders
Stakeholder Title Department Organization
Shane Spiers Chief Medical Officer HealthyU
Project Team Members
Name Team Role
Lauren Havard, MD Team Co-Champion
"
auto_grading_trainingset\input_files\input8.txt,Team,"8. Do the ""Project Team Members"" contain role values for the ""Team role"" attribute?","
You are grading a project Team. This is the criteria: 8. Do the ""Project Team Members"" contain role values for the ""Team role"" attribute?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Team Lead: Emily Bofetta Project Champion: Shane Speirs, MD
Process Owner: Sarah Davis Process Manager: Cassandra Anderson
Stakeholders
Stakeholder Title Department Organization
Shane Spiers Chief Medical Officer HealthyU
Project Team Members
Name Team Role
Lauren Havard, MD Team Co-Champion
"
auto_grading_trainingset\input_files\input9.txt,Description,"1. Does the name of the ""Project Name:"" attribute specified in the file?","
You are grading a project Description. This is the criteria: 1. Does the name of the ""Project Name:"" attribute specified in the file?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Project Name: HIE/SDOH Referral Integration
Clinic: All Locations
Process: Implementation of the Unite US platform
TIP 2.0 Process Milestone: Health related social needs
Project Description / Purpose
Addressing social and economic needs for our members and families to fulfill their needs and maintain their health and
well-being.
"
auto_grading_trainingset\input_files\input9.txt,Description,"2. Does the name of the ""Clinic:"" attribute specified in the file?","
You are grading a project Description. This is the criteria: 2. Does the name of the ""Clinic:"" attribute specified in the file?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Project Name: HIE/SDOH Referral Integration
Clinic: All Locations
Process: Implementation of the Unite US platform
TIP 2.0 Process Milestone: Health related social needs
Project Description / Purpose
Addressing social and economic needs for our members and families to fulfill their needs and maintain their health and
well-being.
"
auto_grading_trainingset\input_files\input9.txt,Description,"3. Does the name of the ""Process:"" attribute specified in the file?","
You are grading a project Description. This is the criteria: 3. Does the name of the ""Process:"" attribute specified in the file?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Project Name: HIE/SDOH Referral Integration
Clinic: All Locations
Process: Implementation of the Unite US platform
TIP 2.0 Process Milestone: Health related social needs
Project Description / Purpose
Addressing social and economic needs for our members and families to fulfill their needs and maintain their health and
well-being.
"
auto_grading_trainingset\input_files\input9.txt,Description,"4. Does the name of the ""TIP 2.0 Process Milestone:"" attribute specified in the file?","
You are grading a project Description. This is the criteria: 4. Does the name of the ""TIP 2.0 Process Milestone:"" attribute specified in the file?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Project Name: HIE/SDOH Referral Integration
Clinic: All Locations
Process: Implementation of the Unite US platform
TIP 2.0 Process Milestone: Health related social needs
Project Description / Purpose
Addressing social and economic needs for our members and families to fulfill their needs and maintain their health and
well-being.
"
auto_grading_trainingset\input_files\input9.txt,Description,"5. Does the name of the ""TIP 2.0 Process Milestone:"" attribute provide specific process milestone details?","
You are grading a project Description. This is the criteria: 5. Does the name of the ""TIP 2.0 Process Milestone:"" attribute provide specific process milestone details?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Project Name: HIE/SDOH Referral Integration
Clinic: All Locations
Process: Implementation of the Unite US platform
TIP 2.0 Process Milestone: Health related social needs
Project Description / Purpose
Addressing social and economic needs for our members and families to fulfill their needs and maintain their health and
well-being.
"
auto_grading_trainingset\input_files\input9.txt,Description,"6. Does the value of the ""Project Description / Purpose"" attribute include a brief description of the project?","
You are grading a project Description. This is the criteria: 6. Does the value of the ""Project Description / Purpose"" attribute include a brief description of the project?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Project Name: HIE/SDOH Referral Integration
Clinic: All Locations
Process: Implementation of the Unite US platform
TIP 2.0 Process Milestone: Health related social needs
Project Description / Purpose
Addressing social and economic needs for our members and families to fulfill their needs and maintain their health and
well-being.
"
auto_grading_trainingset\input_files\input9.txt,Description,"7. Does the value of the ""Project Description / Purpose"" attribute include a sentence that explicitly state the purpose of the project?","
You are grading a project Description. This is the criteria: 7. Does the value of the ""Project Description / Purpose"" attribute include a sentence that explicitly state the purpose of the project?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Project Name: HIE/SDOH Referral Integration
Clinic: All Locations
Process: Implementation of the Unite US platform
TIP 2.0 Process Milestone: Health related social needs
Project Description / Purpose
Addressing social and economic needs for our members and families to fulfill their needs and maintain their health and
well-being.
"
auto_grading_trainingset\input_files\input9.txt,Description,"8. Does the value of the ""Project Description / Purpose"" attribute include a detailed expected results from the project?","
You are grading a project Description. This is the criteria: 8. Does the value of the ""Project Description / Purpose"" attribute include a detailed expected results from the project?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Project Name: HIE/SDOH Referral Integration
Clinic: All Locations
Process: Implementation of the Unite US platform
TIP 2.0 Process Milestone: Health related social needs
Project Description / Purpose
Addressing social and economic needs for our members and families to fulfill their needs and maintain their health and
well-being.
"
auto_grading_trainingset\input_files\input9.txt,Overview,"1. Does the value of the ""Problem Summary:"" attribute include a detailed (at least 1 sentence) and logical problem statement (relating to the project description/purpose)?","
You are grading a project Overview. This is the criteria: 1. Does the value of the ""Problem Summary:"" attribute include a detailed (at least 1 sentence) and logical problem statement (relating to the project description/purpose)?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Problem Summary:
Enter description of problem or performance gap identified here. Include descriptions of
the impact to staff and/or patients.
MIKID serves under privileged families in rural communities where social and economic
resources are limited or nonexistent. MIKID as a stand-alone agency offers a variety of
services in these locations and recognizes a need for additional resources/Services
outside our scope.
The impact on families includes social and economic needs not being met. Families have
no additional support to these resources. In addition, no access to these resources
causing a great impact that leads to families vocalizing these needs to our providers.
Desired Outcome(s):
Describe the desired outcome(s) of the project
Implementation of the Unite us platform would give opportunity and access to the
resources available.
Hire a SDOH referral coordinator position to lead and coordinate with the families the
needed/requested resources.
The goal would be to have 15% of our families/members be signed up on the platform to
ensure their social and economic needs are met in 3 months.
Benefits:
Enter a description of the expected benefits here
By providing a robust implementation of the unite US platform, we can provide families
the much needed and requested resources.
"
auto_grading_trainingset\input_files\input9.txt,Overview,"2. Does the value of the ""Desired Outcome(s):"" attribute include a at least 1 sentence explicitly talking about the expected results/desired outcomes?","
You are grading a project Overview. This is the criteria: 2. Does the value of the ""Desired Outcome(s):"" attribute include a at least 1 sentence explicitly talking about the expected results/desired outcomes?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Problem Summary:
Enter description of problem or performance gap identified here. Include descriptions of
the impact to staff and/or patients.
MIKID serves under privileged families in rural communities where social and economic
resources are limited or nonexistent. MIKID as a stand-alone agency offers a variety of
services in these locations and recognizes a need for additional resources/Services
outside our scope.
The impact on families includes social and economic needs not being met. Families have
no additional support to these resources. In addition, no access to these resources
causing a great impact that leads to families vocalizing these needs to our providers.
Desired Outcome(s):
Describe the desired outcome(s) of the project
Implementation of the Unite us platform would give opportunity and access to the
resources available.
Hire a SDOH referral coordinator position to lead and coordinate with the families the
needed/requested resources.
The goal would be to have 15% of our families/members be signed up on the platform to
ensure their social and economic needs are met in 3 months.
Benefits:
Enter a description of the expected benefits here
By providing a robust implementation of the unite US platform, we can provide families
the much needed and requested resources.
"
auto_grading_trainingset\input_files\input9.txt,Overview,"3. Does the value of the ""Benefits:"" attribute include a least 1 sentence explicitly talking about the benefits of this project?","
You are grading a project Overview. This is the criteria: 3. Does the value of the ""Benefits:"" attribute include a least 1 sentence explicitly talking about the benefits of this project?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Problem Summary:
Enter description of problem or performance gap identified here. Include descriptions of
the impact to staff and/or patients.
MIKID serves under privileged families in rural communities where social and economic
resources are limited or nonexistent. MIKID as a stand-alone agency offers a variety of
services in these locations and recognizes a need for additional resources/Services
outside our scope.
The impact on families includes social and economic needs not being met. Families have
no additional support to these resources. In addition, no access to these resources
causing a great impact that leads to families vocalizing these needs to our providers.
Desired Outcome(s):
Describe the desired outcome(s) of the project
Implementation of the Unite us platform would give opportunity and access to the
resources available.
Hire a SDOH referral coordinator position to lead and coordinate with the families the
needed/requested resources.
The goal would be to have 15% of our families/members be signed up on the platform to
ensure their social and economic needs are met in 3 months.
Benefits:
Enter a description of the expected benefits here
By providing a robust implementation of the unite US platform, we can provide families
the much needed and requested resources.
"
auto_grading_trainingset\input_files\input9.txt,Timeline,1. Does the value of the each task list key tasks?,"
You are grading a project Timeline. This is the criteria: 1. Does the value of the each task list key tasks?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Description of Task and Completion Dates
Task 1
Planning- Month 1
Assign roles
Lay out the process for implementation.
Coordinate with multiple departments
Task 2
Development & Implementation- Month 2
Training
Role out PPT
Task 3 Implementation- Month 2
Make the process live
Task 4 Monitoring & Evaluation- Month 3
Evaluate and adjust process a needed
"
auto_grading_trainingset\input_files\input9.txt,Timeline,2. Does the value of the each task contain a specific planned completion due dates?,"
You are grading a project Timeline. This is the criteria: 2. Does the value of the each task contain a specific planned completion due dates?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Description of Task and Completion Dates
Task 1
Planning- Month 1
Assign roles
Lay out the process for implementation.
Coordinate with multiple departments
Task 2
Development & Implementation- Month 2
Training
Role out PPT
Task 3 Implementation- Month 2
Make the process live
Task 4 Monitoring & Evaluation- Month 3
Evaluate and adjust process a needed
"
auto_grading_trainingset\input_files\input9.txt,Scope,"3. Does the value of the ""In Scope Project Objectives"" attribute include an aligned objectives with the project purpose?","
You are grading a project Scope. This is the criteria: 3. Does the value of the ""In Scope Project Objectives"" attribute include an aligned objectives with the project purpose?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
In Scope Project Objectives
Enter a description of the objectives that are in scope here.
All new Medicaid members upon admission as well as existing members in a renewal period.
Out of Scope Project Objectives or Activities
Enter description of the objectives or activities that are out of scope here.
All existing members that do not fall within a renewal period.
"
auto_grading_trainingset\input_files\input9.txt,Scope,"4. Does the value of the ""Out of Scope Project Objectives or Activities"" attribute include an aligned objectives with the project purpose?","
You are grading a project Scope. This is the criteria: 4. Does the value of the ""Out of Scope Project Objectives or Activities"" attribute include an aligned objectives with the project purpose?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
In Scope Project Objectives
Enter a description of the objectives that are in scope here.
All new Medicaid members upon admission as well as existing members in a renewal period.
Out of Scope Project Objectives or Activities
Enter description of the objectives or activities that are out of scope here.
All existing members that do not fall within a renewal period.
"
auto_grading_trainingset\input_files\input9.txt,Scope,5. Does the value of the In Scope Project Objectives align with project milestone?,"
You are grading a project Scope. This is the criteria: 5. Does the value of the In Scope Project Objectives align with project milestone?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
In Scope Project Objectives
Enter a description of the objectives that are in scope here.
All new Medicaid members upon admission as well as existing members in a renewal period.
Out of Scope Project Objectives or Activities
Enter description of the objectives or activities that are out of scope here.
All existing members that do not fall within a renewal period.
"
auto_grading_trainingset\input_files\input9.txt,Team,"1. Does the value of the ""Team Lead:"" attribute contain an individual's name?","
You are grading a project Team. This is the criteria: 1. Does the value of the ""Team Lead:"" attribute contain an individual's name?. Give the grade in range 0 to 5. If the information specified in
                                               criteria was not provided in the submission, even if the criteria is partially met, grade it 0. If the submission include the information needed in criteria,
                                                grade it 3. If the information is very detailed, more than 1 sentences, grade it 5.
                                               Output with format: Grade: [grade]. Comment: [comment]


Grade this submission:
Team Lead: Hired SDOH Coordinator
Position Project Champion: Health Information Manager
Process Owner: Director of Health
Information Process Manager: Health Information Manager
Stakeholders
Stakeholder Title Department Organization
Az Complete Health AHCCCS Medicaid payer Southern RBHA Az Complete Health
Care 1st AHCCCS Medicaid payer Northern RBHA Care 1st
Mercy Care AHCCCS Medicaid payer Central RBHA Mercy Care
Project Team Members
Name Team Role
TBD Intake specialist- Northern area
TBD Intake specialist- Central area
TBD Intake specialist- Southern area
TBD SDOH Coordinator position
"
